Image,Title,Price,Rating,Delivery,Link
https://m.media-amazon.com/images/I/51lyOjfKhML._AC_UY218_.jpg,"LG 2.0 Ton 3 Star Inverter Split AC (Copper, Convertible 5-in-1 Cooling, HD Filter, 2021 Model, MS-Q24HNXA, White)  ","51,990",4.2,"Tuesday, August 24",https://www.amazon.in//LG-Inverter-Convertible-Cooling-MS-Q24HNXA/dp/B08R931HKP/ref=sr_1_18?dchild=1&keywords=Lg+Inverter+Ac&qid=1629627240&sr=8-18
https://m.media-amazon.com/images/I/51lyOjfKhML._AC_UY218_.jpg,"LG 1.0 Ton 3 Star with UV Nano Inverter Split AC (Copper, Convertible 5-in-1, HD Filter with Anti Virus protection, 2021 Model, MS-Q12UVXA, White)  ","33,490",4.3,"Tue, 24 Aug, 7:00 am - 9:00 pm",https://www.amazon.in//LG-Inverter-Convertible-protection-MS-Q12UVXA/dp/B08R91G11C/ref=sr_1_19?dchild=1&keywords=Lg+Inverter+Ac&qid=1629627240&sr=8-19
https://m.media-amazon.com/images/I/51+ZOn7EQCL._AC_UY218_.jpg,"Blue Star 0.8 Tons 3 Star Inverter Split AC(Copper, 2020 Model, IC309RBTU, White)  ","29,890",4.3,"Tue, 24 Aug, 7:00 am - 9:00 pm",https://www.amazon.in//Blue-Star-Inverter-Copper-IC309RBTU/dp/B08L6QX5WC/ref=sr_1_20?dchild=1&keywords=Lg+Inverter+Ac&qid=1629627240&sr=8-20
https://m.media-amazon.com/images/I/51+ZOn7EQCL._AC_UY218_.jpg,"Blue Star 0.8 Tons 3 Star Inverter Split AC(Copper, 2020 Model, IC309RBTU, White)  ","29,890",4.3,"Tue, 24 Aug, 7:00 am - 9:00 pm",https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A09318461KZSLBPU3P66W&url=%2FBlue-Star-Inverter-Copper-IC309RBTU%2Fdp%2FB08L6QX5WC%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3DLg%2BInverter%2BAc%26qid%3D1629627240%26sr%3D8-21-spons%26psc%3D1&qualifier=1629627240&id=5003367788233675&widgetName=sp_btf
https://m.media-amazon.com/images/I/61i5I8Ym97L._AC_UY218_.jpg,"AmazonBasics 1.5 Ton 3 Star 2021 Inverter Split AC, White  ","27,999",3.5,"Tue, 24 Aug, 7:00 am - 9:00 pm",https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A09334046MJ0U3BK9PN3&url=%2FAmazonBasics-Star-Inverter-Split-White%2Fdp%2FB08J8R76J8%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3DLg%2BInverter%2BAc%26qid%3D1629627240%26sr%3D8-22-spons%26psc%3D1&qualifier=1629627240&id=5003367788233675&widgetName=sp_btf
https://m.media-amazon.com/images/I/61n4Vm5tMVL._AC_UY218_.jpg,Candy 1.5 Ton 3 Star Inverter Split AC with Dual DC Compressor  ,"26,990",4.4,"Tue, 24 Aug, 7:00 am - 9:00 pm",https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0834712STELRZ3887K5&url=%2FCandy-Star-Inverter-Split-Compressor%2Fdp%2FB08Z7SBB2L%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3DLg%2BInverter%2BAc%26qid%3D1629627243%26sr%3D8-17-spons%26psc%3D1&qualifier=1629627244&id=5731937556287135&widgetName=sp_atf_next
https://m.media-amazon.com/images/I/61N44JgNZjL._AC_UY218_.jpg,"Samsung 1.5 Ton 3 Star Inverter Split AC (Copper, Convertible 5 in 1, HD Filter, 2021 Model, Floral pattern, AR18AYLYATBNNA)  ","32,990",4.0,"Tue, 24 Aug, 7:00 am - 9:00 pm",https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A03247031KLNFB0FPC2RQ&url=%2FSamsung-Inverter-Convertible-pattern-AR18AYLYATBNNA%2Fdp%2FB08VWZY6R4%2Fref%3Dsr_1_18_sspa%3Fdchild%3D1%26keywords%3DLg%2BInverter%2BAc%26qid%3D1629627243%26sr%3D8-18-spons%26psc%3D1&qualifier=1629627244&id=5731937556287135&widgetName=sp_atf_next
https://m.media-amazon.com/images/I/61vern5TkcL._AC_UY218_.jpg,"Panasonic 1.5 Ton 5 Star Wi-Fi Twin Cool Inverter Split AC (Copper, PM 2.5 Filter, 2020 Model, CS/CU-NU18WKYW White)  ","39,999",4.4,"Tue, 24 Aug, 7:00 am - 9:00 pm",https://www.amazon.in//Panasonic-Inverter-Copper-CS-CU-NU18WKYW/dp/B084365NVF/ref=sr_1_19?dchild=1&keywords=Lg+Inverter+Ac&qid=1629627243&sr=8-19
https://m.media-amazon.com/images/I/611Xwiu0dzL._AC_UY218_.jpg,"Panasonic 1 Ton 5 Star Wi-Fi Inverter Split Air Conditioner (Copper, Shield Blu Anti-Corrosion Technology, PM 2.5 Air Purification, 2021 Model, CS/CU-NU12XKYW, White)  ","34,990",4.4,"Tue, 24 Aug, 7:00 am - 9:00 pm",https://www.amazon.in//Panasonic-Conditioner-Anti-Corrosion-Purification-CU-NU12XKYW/dp/B08SBYRSQ6/ref=sr_1_20?dchild=1&keywords=Lg+Inverter+Ac&qid=1629627243&sr=8-20
https://m.media-amazon.com/images/I/51lyOjfKhML._AC_UY218_.jpg,"LG 1 Ton 3 Star Inverter Split AC (Copper, Convertible 4-in-1 Cooling, HD Filter, 2021 Model, MS-Q12YNXA, White)  ","34,990",4.5,"Tuesday, August 24",https://www.amazon.in//LG-Inverter-Convertible-Cooling-MS-Q12YNXA/dp/B08R91SXHN/ref=sr_1_21?dchild=1&keywords=Lg+Inverter+Ac&qid=1629627243&sr=8-21
